dataset_part,scene_name,camera,target_class,method_key,method,source_root,camera_label,human_count,human_count_label,robot_motion,result_dir,summary_metrics_path,per_frame_metrics_path,predictions_path,visualization_video,ground_truth_visible_frames,ground_truth_absent_frames,valid_annotated_frames,correctly_localized_frames,prediction_present_on_visible_frames,wrong_person_frames,false_positive_frames_when_target_absent,reappearance_events,successful_reacquisitions,success_rate_iou_threshold,mean_iou_on_visible_frames,prediction_availability_on_visible_frames,false_positive_rate_when_target_absent,wrong_person_rate_on_visible_frames,reacquisition_rate
dataset_part1,footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,cam_fish_front,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,1,1 human,Moving,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_front/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_front/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_front/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_front/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_front/class_01/inference_visualization.mp4,483,103,586,481,482,0,0,1,1,0.9958592132505176,0.8759027675584204,0.9979296066252588,0.0,0.0,1.0
dataset_part1,footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,cam_fish_left,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Left fisheye,1,1 human,Moving,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_left/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_left/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_left/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_left/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_left/class_01/inference_visualization.mp4,86,198,284,80,80,0,0,1,1,0.9302325581395349,0.8521550474987833,0.9302325581395349,0.0,0.0,1.0
dataset_part1,footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,cam_fish_right,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Right fisheye,1,1 human,Moving,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_right/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_right/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_right/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_right/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_fish_right/class_01/inference_visualization.mp4,28,89,117,21,21,0,0,0,0,0.75,0.6575961814427577,0.75,0.0,0.0,
dataset_part1,footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,cam_zed_rgb,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,ZED front RGB,1,1 human,Moving,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_zed_rgb/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_zed_rgb/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_zed_rgb/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_zed_rgb/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label/cam_zed_rgb/class_01/inference_visualization.mp4,217,69,286,212,212,0,0,1,1,0.9769585253456221,0.8795313108681568,0.9769585253456221,0.0,0.0,1.0
dataset_part1,footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label,cam_fish_front,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,1,1 human,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label/cam_fish_front/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label/cam_fish_front/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label/cam_fish_front/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label/cam_fish_front/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label/cam_fish_front/class_01/inference_visualization.mp4,577,0,577,577,577,0,0,0,0,1.0,0.8385759574256607,1.0,,0.0,
dataset_part1,footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label,cam_zed_rgb,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,ZED front RGB,1,1 human,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label/cam_zed_rgb/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label/cam_zed_rgb/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label/cam_zed_rgb/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label/cam_zed_rgb/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part1/footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label/cam_zed_rgb/class_01/inference_visualization.mp4,242,0,242,235,237,0,0,0,0,0.9710743801652892,0.8164940244183905,0.9793388429752066,,0.0,
dataset_part3,in_straw_3pick_diff_st_10_24_2024_5_a_label,cam_fish_front,02,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_front/class_02,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_front/class_02/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_front/class_02/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_front/class_02/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_front/class_02/inference_visualization.mp4,345,0,345,195,204,9,0,0,0,0.5652173913043478,0.4846150600414107,0.591304347826087,,0.02608695652173913,
dataset_part3,in_straw_3pick_diff_st_10_24_2024_5_a_label,cam_fish_front,06,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_front/class_06,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_front/class_06/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_front/class_06/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_front/class_06/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_front/class_06/inference_visualization.mp4,345,0,345,343,343,0,0,0,0,0.9942028985507246,0.8941857407747343,0.9942028985507246,,0.0,
dataset_part3,in_straw_3pick_diff_st_10_24_2024_5_a_label,cam_fish_left,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Left fisheye,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_left/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_left/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_left/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_left/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_left/class_01/inference_visualization.mp4,354,0,354,339,339,0,0,0,0,0.9576271186440678,0.8838286866990286,0.9576271186440678,,0.0,
dataset_part3,in_straw_3pick_diff_st_10_24_2024_5_a_label,cam_fish_right,02,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Right fisheye,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_right/class_02,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_right/class_02/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_right/class_02/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_right/class_02/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_fish_right/class_02/inference_visualization.mp4,344,0,344,261,261,0,0,0,0,0.7587209302325582,0.6614688046508118,0.7587209302325582,,0.0,
dataset_part3,in_straw_3pick_diff_st_10_24_2024_5_a_label,cam_zed_rgb,06,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,ZED front RGB,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_zed_rgb/class_06,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_zed_rgb/class_06/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_zed_rgb/class_06/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_zed_rgb/class_06/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/in_straw_3pick_diff_st_10_24_2024_5_a_label/cam_zed_rgb/class_06/inference_visualization.mp4,154,0,154,154,154,0,0,0,0,1.0,0.8561772731212262,1.0,,0.0,
dataset_part3,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,cam_fish_front,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_01/inference_visualization.mp4,655,92,747,50,287,223,17,6,0,0.07633587786259542,0.07465744277483322,0.4381679389312977,0.18478260869565216,0.34045801526717556,0.0
dataset_part3,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,cam_fish_front,02,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_02,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_02/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_02/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_02/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_02/inference_visualization.mp4,814,39,853,102,126,9,2,6,4,0.12530712530712532,0.11416556142099372,0.1547911547911548,0.05128205128205128,0.011056511056511056,0.6666666666666666
dataset_part3,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,cam_fish_front,05,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_05,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_05/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_05/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_05/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_front/class_05/inference_visualization.mp4,617,251,868,85,534,440,193,4,0,0.13776337115072934,0.13608945730582955,0.8654781199351702,0.7689243027888446,0.713128038897893,0.0
dataset_part3,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,cam_fish_left,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Left fisheye,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_01/inference_visualization.mp4,257,251,508,238,241,2,19,4,2,0.9260700389105059,0.8312454878873238,0.9377431906614786,0.07569721115537849,0.007782101167315175,0.5
dataset_part3,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,cam_fish_left,02,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Left fisheye,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_02,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_02/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_02/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_02/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_02/inference_visualization.mp4,363,245,608,254,256,1,6,2,2,0.699724517906336,0.6136877847225594,0.7052341597796143,0.024489795918367346,0.0027548209366391185,1.0
dataset_part3,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,cam_fish_left,05,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Left fisheye,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_05,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_05/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_05/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_05/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_left/class_05/inference_visualization.mp4,245,412,657,31,131,99,187,2,1,0.12653061224489795,0.12489724422318439,0.5346938775510204,0.4538834951456311,0.40408163265306124,0.5
dataset_part3,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,cam_fish_right,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Right fisheye,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_01/inference_visualization.mp4,357,499,856,2,3,0,0,5,0,0.0056022408963585435,0.005959748780852099,0.008403361344537815,0.0,0.0,0.0
dataset_part3,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,cam_fish_right,02,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Right fisheye,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_02,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_02/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_02/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_02/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_02/inference_visualization.mp4,373,493,866,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
dataset_part3,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,cam_fish_right,05,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Right fisheye,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_05,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_05/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_05/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_05/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_fish_right/class_05/inference_visualization.mp4,482,384,866,453,461,5,11,3,3,0.9398340248962656,0.8885041340968972,0.9564315352697096,0.028645833333333332,0.01037344398340249,1.0
