dataset_part,scene_name,camera,target_class,method_key,method,source_root,camera_label,human_count,human_count_label,robot_motion,result_dir,summary_metrics_path,per_frame_metrics_path,predictions_path,visualization_video,ground_truth_visible_frames,ground_truth_absent_frames,valid_annotated_frames,correctly_localized_frames,prediction_present_on_visible_frames,wrong_person_frames,false_positive_frames_when_target_absent,reappearance_events,successful_reacquisitions,success_rate_iou_threshold,mean_iou_on_visible_frames,prediction_availability_on_visible_frames,false_positive_rate_when_target_absent,wrong_person_rate_on_visible_frames,reacquisition_rate
dataset_part3,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,cam_zed_rgb,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,ZED front RGB,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_01/inference_visualization.mp4,252,93,345,134,185,49,60,5,4,0.5317460317460317,0.5042594596266015,0.7341269841269841,0.6451612903225806,0.19444444444444445,0.8
dataset_part3,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,cam_zed_rgb,02,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,ZED front RGB,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_02,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_02/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_02/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_02/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_02/inference_visualization.mp4,162,51,213,62,143,80,51,2,0,0.38271604938271603,0.3452475414752005,0.8827160493827161,1.0,0.49382716049382713,0.0
dataset_part3,out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,cam_zed_rgb,05,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,ZED front RGB,3,3 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_05,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_05/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_05/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_05/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part3/out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label/cam_zed_rgb/class_05/inference_visualization.mp4,191,221,412,20,135,115,61,4,1,0.10471204188481675,0.11894503033126733,0.7068062827225131,0.27601809954751133,0.6020942408376964,0.25
dataset_part4,out_vine_1push_3carry_st_ly_11_06_2024_1_label,cam_fish_front,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_01/inference_visualization.mp4,379,7,386,49,348,299,0,2,0,0.12928759894459102,0.11773623075148157,0.9182058047493403,0.0,0.7889182058047494,0.0
dataset_part4,out_vine_1push_3carry_st_ly_11_06_2024_1_label,cam_fish_front,02,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_02,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_02/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_02/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_02/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_02/inference_visualization.mp4,386,0,386,381,382,0,0,0,0,0.9870466321243523,0.8534971855487028,0.9896373056994818,,0.0,
dataset_part4,out_vine_1push_3carry_st_ly_11_06_2024_1_label,cam_fish_front,05,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_05,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_05/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_05/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_05/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_05/inference_visualization.mp4,130,0,130,130,130,0,0,0,0,1.0,0.8885222118476087,1.0,,0.0,
dataset_part4,out_vine_1push_3carry_st_ly_11_06_2024_1_label,cam_fish_front,09,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_09,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_09/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_09/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_09/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_front/class_09/inference_visualization.mp4,341,41,382,47,52,0,0,2,0,0.1378299120234604,0.11741744831383412,0.15249266862170088,0.0,0.0,0.0
dataset_part4,out_vine_1push_3carry_st_ly_11_06_2024_1_label,cam_fish_left,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Left fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_left/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_left/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_left/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_left/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_left/class_01/inference_visualization.mp4,283,0,283,282,283,0,0,0,0,0.9964664310954063,0.9119078121895219,1.0,,0.0,
dataset_part4,out_vine_1push_3carry_st_ly_11_06_2024_1_label,cam_fish_left,02,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Left fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_left/class_02,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_left/class_02/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_left/class_02/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_left/class_02/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_left/class_02/inference_visualization.mp4,73,321,394,67,67,0,301,0,0,0.9178082191780822,0.8391428146418672,0.9178082191780822,0.9376947040498442,0.0,
dataset_part4,out_vine_1push_3carry_st_ly_11_06_2024_1_label,cam_fish_right,02,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Right fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_02,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_02/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_02/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_02/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_02/inference_visualization.mp4,261,0,261,259,260,0,0,0,0,0.9923371647509579,0.8528223467313774,0.9961685823754789,,0.0,
dataset_part4,out_vine_1push_3carry_st_ly_11_06_2024_1_label,cam_fish_right,05,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Right fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_05,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_05/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_05/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_05/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_05/inference_visualization.mp4,359,24,383,303,304,1,8,1,1,0.8440111420612814,0.7132951989432761,0.8467966573816156,0.3333333333333333,0.002785515320334262,1.0
dataset_part4,out_vine_1push_3carry_st_ly_11_06_2024_1_label,cam_fish_right,09,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Right fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_09,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_09/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_09/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_09/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_fish_right/class_09/inference_visualization.mp4,94,284,378,74,74,0,0,1,0,0.7872340425531915,0.6512538986215413,0.7872340425531915,0.0,0.0,0.0
dataset_part4,out_vine_1push_3carry_st_ly_11_06_2024_1_label,cam_zed_rgb,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,ZED front RGB,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_01/inference_visualization.mp4,187,4,191,78,82,4,0,1,1,0.41711229946524064,0.3958490614532431,0.4385026737967914,0.0,0.0213903743315508,1.0
dataset_part4,out_vine_1push_3carry_st_ly_11_06_2024_1_label,cam_zed_rgb,02,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,ZED front RGB,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_02,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_02/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_02/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_02/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_02/inference_visualization.mp4,54,137,191,11,11,0,0,0,0,0.2037037037037037,0.17963332566859166,0.2037037037037037,0.0,0.0,
dataset_part4,out_vine_1push_3carry_st_ly_11_06_2024_1_label,cam_zed_rgb,05,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,ZED front RGB,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_05,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_05/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_05/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_05/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_05/inference_visualization.mp4,188,3,191,184,184,0,0,1,1,0.9787234042553191,0.8856709509638719,0.9787234042553191,0.0,0.0,1.0
dataset_part4,out_vine_1push_3carry_st_ly_11_06_2024_1_label,cam_zed_rgb,09,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,ZED front RGB,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_09,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_09/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_09/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_09/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_1push_3carry_st_ly_11_06_2024_1_label/cam_zed_rgb/class_09/inference_visualization.mp4,179,12,191,89,89,0,0,2,1,0.4972067039106145,0.426966099200303,0.4972067039106145,0.0,0.0,0.5
dataset_part4,out_vine_4swap+walk_st_ly_11_06_2024_2_label,cam_fish_front,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_01/inference_visualization.mp4,730,34,764,500,518,1,0,3,3,0.684931506849315,0.5955511245103581,0.7095890410958904,0.0,0.0013698630136986301,1.0
dataset_part4,out_vine_4swap+walk_st_ly_11_06_2024_2_label,cam_fish_front,02,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_02,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_02/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_02/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_02/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_02/inference_visualization.mp4,739,20,759,588,593,2,0,3,3,0.7956698240866035,0.6747581780106415,0.8024357239512855,0.0,0.0027063599458728013,1.0
dataset_part4,out_vine_4swap+walk_st_ly_11_06_2024_2_label,cam_fish_front,05,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_05,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_05/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_05/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_05/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_05/inference_visualization.mp4,732,3,735,109,109,0,0,2,2,0.1489071038251366,0.1279552797104078,0.1489071038251366,0.0,0.0,1.0
dataset_part4,out_vine_4swap+walk_st_ly_11_06_2024_2_label,cam_fish_front,09,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Front fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_09,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_09/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_09/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_09/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_front/class_09/inference_visualization.mp4,723,41,764,192,226,34,3,8,3,0.26556016597510373,0.23650561249462396,0.31258644536652835,0.07317073170731707,0.04702627939142462,0.375
dataset_part4,out_vine_4swap+walk_st_ly_11_06_2024_2_label,cam_fish_left,01,gated-part,Gated part-OCLReID,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid,Left fisheye,4,4 humans,Stationary,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_left/class_01,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_left/class_01/evaluation/summary_metrics.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_left/class_01/evaluation/per_frame_metrics.csv,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_left/class_01/predictions.json,/home/prabuddhi/Desktop/OCLReID/results/test_full/gated_part_oclreid/dataset_part4/out_vine_4swap+walk_st_ly_11_06_2024_2_label/cam_fish_left/class_01/inference_visualization.mp4,360,404,764,234,242,8,255,1,0,0.65,0.5893529106130893,0.6722222222222223,0.6311881188118812,0.022222222222222223,0.0
